Lens,Jayaprakash Radhakrishnan,2015,109 min,Dramas_ Independent Movies_ International Movies,Addicted to webcams and voyeurism_ a married man gets more than he bargained for when an online stranger tries to force him to watch a suicide.
Little Boxes,Rob Meyer,2016,89 min,Comedies_ Dramas_ Independent Movies,After moving from New York City to a small town in Washington state_ an interracial couple and their preteen son struggle to adjust to their new life.
Love.com,Anita Barbosa,2017,92 min,Comedies_ International Movies_ Romantic Movies,When a fashion blogger falls for a video game vlogger_ their romance goes viral. But separating their virtual life from reality gets complicated.
Maya Memsaab,Ketan Mehta,1993,122 min,Dramas_ International Movies_ Music & Musicals,A beautiful_ wealthy woman’s insatiable appetite for romance leads to tragedy and a police investigation.
Michael Lost and Found,Daniel Wilner,2017,19 min,Documentaries_ International Movies_ LGBTQ Movies,Benjie Nycum travels to Wyoming to visit his ex-lover_ Michael Glatze_ a former gay activist who now lives with his wife and works as a church pastor.
Mind Game,,2015,1 Season,Crime TV Shows_ International TV Shows_ TV Dramas,With the help of a cop_ a psychologist and a woman who can foretell the future_ a brilliant paralegal works to solve an array of perplexing mysteries.
Miniforce,,2016,1 Season,Kids' TV_ Korean TV Shows,Four animal superheroes called the Miniforce transform into robots to protect small and defenseless creatures from the hands of scheming villains.
Off Camera,,2015,3 Seasons,Stand-Up Comedy & Talk Shows,Photographer_ writer and director Sam Jones sets his famous guests at ease with his freewheeling_ insightful celebrity interviews without agendas.
Oh Darling Yeh Hai India,Ketan Mehta,1995,154 min,Action & Adventure_ Comedies_ International Movies,A penniless actor new to Mumbai and a beautiful woman he meets one fateful night try to stop a gangster from replacing India's president with a twin.
Prince,Lekh Tandon,1969,152 min,Dramas_ International Movies_ Romantic Movies,To better himself_ a spoiled prince temporarily assumes a commoner’s identity. But he soon learns his palace has been gifted to his father’s new wife.
Qila,Umesh Mehra,1998,161 min,Dramas_ International Movies,When an abusive landowner is murdered_ his twin brother sets out to find the killer but quickly discovers that everyone_ it seems_ wanted him dead.
Smoke & Mirrors,Alberto Rodríguez,2016,123 min,Dramas_ International Movies_ Thrillers,Betrayed by the Spanish government he once served_ a former secret agent plots to steal millions of dollars embezzled by a corrupt public official.
The Day Will Come,,2016,1 Season,International TV Shows_ TV Dramas,In 1967_ two brothers from Copenhagen_ Denmark_ wind up in an orphanage_ where the headmaster's cruel tyranny slowly provokes the kids to push back.
The Dream Job,,2016,1 Season,International TV Shows_ TV Dramas,A mysterious_ wealthy man offers three people a lucrative_ unusual job that may be too good to be true: Live the high life as his children and heirs.
The Mitfords: A Tale of Two Sisters,Edward Cotterill,2017,44 min,Documentaries,Jessica and Diana were sisters who were separated by just a few years in age. But their political ideologies couldn't have been any farther apart.
Without Gorky,Cosima Spender,2011,80 min,Documentaries,A filmmaker trains the camera on her own family as she examines the impact her grandfather_ troubled artist Arshile Gorky_ had on three generations.
Sarah Silverman A Speck of Dust,Liam Lynch,2017,71 min,Stand-Up Comedy,In her first comedy special post-health scare_ Sarah Silverman shares a mix of fun facts_ sad truths and yeah-she-just-went-there moments.
Rangoon,Vishal Bhardwaj,2017,153 min,Action & Adventure_ Dramas_ International Movies,During World War II_ daredevil star Miss Julia entertains soldiers at the Indo-Burma border_ where she's caught up in a web of love and deceit.
Bloodline,,2017,3 Seasons,TV Dramas_ TV Mysteries_ TV Thrillers,When the black sheep son of a respected family threatens to expose dark secrets from their past_ sibling loyalties are put to the test.
Joshua: Teenager vs. Superpower,Joe Piscatella,2017,79 min,Documentaries,Mobilized by teenage activist Joshua Wong_ young citizens of Hong Kong take to the streets in a bid to preserve their history of autonomy from China.
Raees,Rahul Dholakia,2017,143 min,Action & Adventure_ Dramas_ International Movies,After street smart kid Raees rises to become Gujarat's bootlegging king in the 1980s_ he tries to balance his life of crime with helping his people.
War Machine,David Michôd,2017,123 min,Comedies_ Dramas,When a proud general is tasked with winning an unpopular war_ he takes the challenge head-on_ not knowing that hubris may be his own worst enemy.
Arès,Jean-Patrick Benes,2016,80 min,Action & Adventure_ International Movies_ Sci-Fi & Fantasy,A futuristic France tries to keep its people from despair and rebellion over crippling poverty by engaging them with a violent TV competition show.
Hasan Minhaj: Homecoming King,Christopher Storer,2017,73 min,Stand-Up Comedy,"Comic Hasan Minhaj of ""The Daily Show"" shares personal stories about racism_ immigrant parents_ prom night horrors and more in this stand-up special."
BLAME!,Hiroyuki Seshita,2017,106 min,Action & Adventure_ Anime Features_ International Movies,Inside a vast_ self-replicating city bent on eliminating all life_ mysterious loner Killy emerges to guide a remnant of humanity desperate to survive.
Highland: Thailand's Marijuana Awakening,,2017,1 Season,Docuseries_ International TV Shows,Thailand's complicated history with marijuana continues to play a role in its policies and laws_ as well as the health and security of its citizens.
Laerte-se,Lygia Barbosa da Silva_ Eliane Brum,2017,101 min,Documentaries_ International Movies_ LGBTQ Movies,After living as a man for nearly 60 years_ Laerte Coutinho_ one of Brazil's most brilliant cartoonists_ introduces herself to the world as a woman.
The Keepers,,2017,1 Season,Crime TV Shows_ Docuseries_ TV Mysteries,This docuseries examines the decades-old murder of Sister Catherine Cesnik and its suspected link to a priest accused of abuse.
Tracy Morgan: Staying Alive,Ryan Polito,2017,59 min,Stand-Up Comedy,In his first special since his serious car accident_ Tracy Morgan cracks jokes about life in a coma_ his second marriage and his family's dark side.
Chamatkar,Rajiv Mehra,1992,164 min,Comedies_ International Movies_ Sci-Fi & Fantasy,A village schoolteacher and the ghost of a murdered man_ who were both betrayed by those closest to them_ join forces to help each other.
Kabhi Haan Kabhi Naa,Kundan Shah,1994,151 min,Comedies_ Dramas_ International Movies,A dreamer falls for a girl who is in love with someone else and tries to create a rift between her and the man she loves.
Lovesong,So Yong Kim,2016,84 min,Dramas_ Independent Movies_ Romantic Movies,Best friends Sarah and Mindy share an unexpected moment while on a road trip. Years later_ the two struggle to reconnect before a wedding.
Natascha Kampusch: The Whole Story,Alina Teodorescu,2010,51 min,Movies,A Viennese child who was kidnapped and held captive in a basement before escaping after eight years reveals her headline-making story of survival.
Ram Jaane,Rajiv Mehra,1995,142 min,Dramas_ International Movies_ Music & Musicals,Two boyhood pals – one righteous_ the other a criminal – take very different paths to adulthood. Their love for the same woman may prove disastrous.
The Devil's Mistress,Filip Renc,2016,110 min,Dramas_ International Movies,Before the dawn of World War II_ an ambitious actress pursues her dreams in Berlin. But her plans derail when she becomes Joseph Goebbels’ mistress.
Wild Oats,Andy Tennant,2016,86 min,Comedies,When insurance accidentally pays her millions_ retired teacher Eva and her pal Maddie head to the Canary Islands for the adventure of their lives.
All Hail King Julien: Exiled,,2017,1 Season,Kids' TV_ TV Action & Adventure_ TV Comedies,Julien's been dethroned_ but loyal friends and some very unlikely allies will propel the lovable lemur on a colorful journey to take back his kingdom.
Get Me Roger Stone,Dylan Bank_ Daniel DiMauro_ Morgan Pehme,2017,101 min,Documentaries,Examine the rise_ fall and rebirth of political operative Roger Stone_ who's been an influential member of Team Trump for decades.
Mindhorn,Sean Foley,2017,88 min,Comedies_ Cult Movies_ Independent Movies,When a twisted killer tells the police he'll only speak to a fictional 1980s TV detective_ the washed-up actor who played him takes the gig.
Sahara,Pierre Coré,2017,86 min,Children & Family Movies,When his new love is captured by an evil snake charmer_ a young cobra and his scorpion best friend set out across the desert on a wild rescue mission.
Norm Macdonald: Hitler's Dog_ Gossip & Trickery,Liz Plonka,2017,61 min,Stand-Up Comedy,In this new stand-up special_ Norm Macdonald delivers sly_ deadpan observations from an older – and perhaps even wiser – point of view.
Handsome: A Netflix Mystery Movie,Jeff Garlin,2017,81 min,Comedies,Homicide detective Gene Handsome sets out to solve a woman's murder while searching for clues about what's missing from his personal life.
Kazoops!,,2017,3 Seasons,Kids' TV,Music meets imagination in this inventive animated series about thinking outside the box and having fun.
Simplemente Manu NNa,Jan Suter_ Raúl Campos,2017,72 min,Stand-Up Comedy,Eclectic stand-up comic Manu NNa relays everyday tales about the struggles of being gay in Mexico and shares his love of telenovelas and mezcal.
The Mars Generation,Michael Barnett,2017,98 min,Children & Family Movies_ Documentaries,"Self-professed teenage ""space nerds"" at Space Camp chase their dreams of traveling to Mars_ while experts reflect on NASA's history and future."
Maria Bamford: Old Baby,Jessica Yu,2017,64 min,Stand-Up Comedy,Maria Bamford performs a rapid-fire_ playful stand-up set for crowds at park benches_ bowling alleys and LA theaters in this roving comedy special.
A Yellow Bird,K. Rajagopal,2016,111 min,Dramas_ Independent Movies_ International Movies,In Singapore_ a homeless ex-convict hoping to reunite with his family forms a bond with a Chinese sex worker while serving as her bodyguard.
Chaahat,Mahesh Bhatt,1996,148 min,Dramas_ International Movies_ Romantic Movies,A vulnerable singer is forced to choose between the girl he loves and another who has developed an unhealthy obsession with him.
English Babu Desi Mem,Praveen Nischol,1996,163 min,Comedies_ Dramas_ International Movies,After his brother dies_ wealthy Vikram reluctantly returns to India and forms a surprise bond with his orphaned nephew and the showgirl raising him.
He Even Has Your Eyes,Lucien Jean-Baptiste,2016,95 min,Comedies_ International Movies,When French-African couple Paul and Sali discover the longed-for baby they are about to adopt is white_ family chaos and confrontation ensue.
In the Shadow of Iris,Jalil Lespert,2016,99 min,Dramas_ International Movies_ Thrillers,The sudden disappearance of a wealthy banker's wife cracks open a dizzying world of secret fetishes_ desperate acts and elaborate deceptions.
JFK: The Making of a President,Edward Cotterill,2017,44 min,Documentaries,Explore how John F. Kennedy's worldview was influenced by his younger years_ when he endured poor health_ family tragedy and a demanding father.
Kiss & Cry,Sean Cisterna,2017,93 min,Dramas_ International Movies_ Romantic Movies,Faced with a rare form of throat cancer_ teen figure skater Carley Allison finds strength in singing for an online audience in this biopic.
Loev,Sudhanshu Saria,2015,89 min,Dramas_ Independent Movies_ International Movies,Lives are upended when a hiking trip leads a Wall Street hotshot to explore his true feelings for an old pal who’s disenchanted with his boyfriend.
Mostly Sunny,Dilip Mehta,2016,83 min,Documentaries_ International Movies,Explore the unconventional career of Sunny Leone_ who transitioned from adult film star to Bollywood actress and reality TV star.
The Next Skin,Isaki Lacuesta_ Isa Campo,2016,104 min,Dramas_ International Movies,When a withdrawn_ long-missing teenager reappears in a chilly alpine town_ his heartbroken family begins to wonder if he's actually who he says he is.
Casting JonBenet,Kitty Green,2017,81 min,Documentaries,Local actors from JonBenet Ramsey's hometown offer multiple perspectives on her 1996 murder as they vie to play roles in a dramatization of the case.
Jumping Girl,,2015,1 Season,International TV Shows_ Korean TV Shows_ Romantic TV Shows,Sang-ah would do anything to shield pop star Ah-shin from rabid fans. But after an act of protection gone wrong_ it looks like she's the crazy one.
President,,2010,1 Season,International TV Shows_ Korean TV Shows_ TV Dramas,An ambitious_ talented politician embarks on an intense journey toward winning the presidency while juggling his complicated family affairs.
Rodney King,Spike Lee,2017,53 min,Dramas,Roger Guenveur Smith gives voice to the man at the center of the brutal police beating that helped fuel the 1992 LA riots. Spike Lee directs.
Small Crimes,Evan Katz,2017,95 min,Dramas_ Thrillers,After serving a six-year prison sentence_ an ex-cop tries to rebuild his life in his hometown_ but gets caught up in the fallout from his past.
What in the World Happened?,,2015,1 Season,International TV Shows_ Korean TV Shows_ Romantic TV Shows,A happy secret romance between a 40-year-old woman and a 25-year-old man is complicated after a greeting card grants her wish to be young again.
Mar de Plástico,,2017,2 Seasons,Crime TV Shows_ International TV Shows_ Spanish-Language TV Shows,In a town in southern Spain where racial tensions run high among the workers in its many greenhouses_ a cop investigates the murder of a young woman.
Dear Zindagi,Gauri Shinde,2016,149 min,Comedies_ Dramas_ International Movies,A young cinematographer with a bright professional future and a lack of empathy learns the importance of balancing ambition with humanity.
Shepherds and Butchers,Oliver Schmitz,2016,106 min,Dramas_ International Movies,When a young prison guard commits murder in South Africa_ an ardent lawyer aims to prove he was psychologically unbalanced by his role in executions.
The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,Felix Herngren_ Måns Herngren,2016,108 min,Comedies_ International Movies,In need of money_ an eccentric ex-spy and his younger octogenarian partner embark on an international quest for a valuable Soviet soda formula.
Vir Das: Abroad Understanding,Marcus Raboy,2017,66 min,Stand-Up Comedy,Comedian Vir Das tackles nationalism_ globalism_ good food and bad politics in two cleverly crosscut performances in New York and New Delhi.
Fangbone,,2016,1 Season,Kids' TV_ TV Comedies,Magically transported from far-off Skullbania_ a young barbarian teams up with an odd third-grader to protect his homeland from an evil sorcerer.
Girlboss,,2017,1 Season,TV Comedies,Rebellious and broke_ Sophia stumbles into creating an online business and learns how to be the boss. A comedy inspired by the best-selling memoir.
Hot Girls Wanted: Turned On,Jill Bauer_ Ronna Gradus_ Rashida Jones,2017,1 Season,Docuseries,Personal stories reveal how the intersection of sex_ technology and intimate relationships is rewiring us in fundamental ways.
Sand Castle,Fernando Coimbra,2017,113 min,Action & Adventure_ Dramas_ Independent Movies,After the invasion of Iraq in 2003_ a reluctant soldier's platoon is dispatched on a dangerous mission to repair a hostile village's water system.
The Mr. Peabody and Sherman Show,,2017,4 Seasons,Kids' TV_ TV Comedies,Mr. Peabody and Sherman host a zany late-night comedy show from a swanky penthouse_ with time-traveling historical figures and a live audience.
Tramps,Adam Leon,2017,83 min,Dramas_ Independent Movies_ Romantic Movies,Pulled into a shady briefcase swap for different reasons_ young strangers Danny and Ellie spend an eventful night together when the deal goes wrong.
Lucas Brothers: On Drugs,Jay Chapman,2017,50 min,Stand-Up Comedy,Deadpan twin comics Keith and Kenny Lucas take the stage in Brooklyn with a set that touches on drugs_ race_ Deion Sanders_ teachers and O.J. Simpson.
Bibi & Tina,Detlev Buck,2014,97 min,Children & Family Movies_ Music & Musicals,Teen witch Bibi and horse-loving Tina face trouble when a posh girl flirts with Tina's boyfriend and a crook sets his greedy eyes on a promising foal.
Bibi & Tina II,Detlev Buck,2014,105 min,Children & Family Movies_ Music & Musicals,When robbers hit Falkenstein castle_ teen witch Bibi and pal Tina hunt for the crooks_ then devise a plan to save the neighbors' failing ranch.
Bibi & Tina: Girls Versus Boys,Detlev Buck,2016,107 min,Children & Family Movies_ Music & Musicals,At summer camp_ young Bibi and her friends are pitted against the boys in a treasure hunt. But what's a witch to do when she loses her powers?
Slam,Andrea Molaioli,2017,99 min,Comedies_ Dramas_ International Movies,Teen father-to-be Sam imagines his future as a young parent and finds a surprising mentor while reading about his idol_ pro skateboarder Tony Hawk.
The Wedding Party,Kemi Adetiba,2016,101 min,Comedies_ Dramas_ International Movies,As their big day arrives_ a couple's lavish wedding plans turn into a nightmare of exes_ fighting parents and uninvited guests.
Arctic Heart,Marie Madinier,2016,81 min,Dramas_ International Movies_ Romantic Movies,Madly in love with a brilliant scientist studying an immunizing protein produced by penguins_ a timid med student offers her body to his research.
Our Lovers,Miguel Ángel Lamata,2016,92 min,Comedies_ Dramas_ International Movies,A love-challenged man and a woman he meets at a bookshop bar begin dating_ but only at the shop – and without knowing anything about each other.
Sandy Wexler,Steven Brill,2017,131 min,Comedies,When a hapless but dedicated talent manager signs his first client who actually has talent_ his career finally starts to take off.
Macho,Antonio Serrano,2016,101 min,Comedies_ International Movies_ LGBTQ Movies,A famous designer who's always pretended to be gay finds himself in crisis mode when threatened with exposure as the woman-chasing straight guy he is.
Kevin Hart: What Now?,Leslie Small,2016,96 min,Stand-Up Comedy,Frenetic comic Kevin Hart hits Philadelphia and dishes on suburban wildlife_ jean shorts and the fine art of getting even with a 7-year-old.
Frat Star,Grant S. Johnson_ Ippsie Jones,2017,85 min,Comedies,A freshman uninterested in joining a fraternity is convinced to pledge by a rich roommate who introduces him to a world darker than he ever dreamed.
The Miracle,,2016,1 Season,International TV Shows_ Korean TV Shows_ TV Dramas,Polar opposites in personality and looks_ fraternal twin sisters who live completely different lives wake up one day to find they've switched bodies.
The Get Down,,2017,2 Seasons,TV Dramas,In 1977 New York City_ the talented and soulful youth of the South Bronx chase dreams and breakneck beats to transform music history.
The Lighthouse of the Orcas,Gerardo Olivares,2016,110 min,Dramas_ International Movies_ Romantic Movies,A mother travels to Patagonia with her autistic son with the hopes that a ranger and a pod of wild orcas can help him find an emotional connection.
Win It All,Joe Swanberg,2017,89 min,Comedies_ Independent Movies_ Romantic Movies,After losing $50_000 that wasn't his_ gambling addict Eddie starts to rebuild his life. But an unwelcome surprise pushes him toward his old ways.
Louis C.K. 2017,Louis C.K.,2017,,Movies,Louis C.K. muses on religion_ eternal love_ giving dogs drugs_ email fights_ teachers and more in a live performance from Washington_ D.C.
Burned Cocoon,,2005,1 Season,International TV Shows_ TV Dramas,A secret marriage unites two families – one wealthy and traditional_ the other bankrupt and modern – and is threatened by the resulting conflicts.
Couples Counseling,Alexandre Reinecke,2016,88 min,Comedies_ Dramas_ International Movies,A seasoned couples therapist comes to realize she might need help with her own marriage after meeting a new pair of young clients.
Deuces,Jamal Hill,2016,88 min,Dramas,Assigned to go undercover to take down an impenetrable crime ring_ a detective finds himself falling under the sway of its enigmatic leader.
Elaan,K. Ramanlal,1971,143 min,Action & Adventure_ Cult Movies_ International Movies,Journalist Naresh is hired to probe illegal activities on an island. When he's captured_ a fellow prisoner gives him a ring with magic powers.
Five Nights in Maine,Maris Curran,2015,83 min,Dramas_ Independent Movies,After his wife dies in a car accident_ a grief-stricken man visits his estranged mother-in-law in Maine_ where they try to help each other heal.
Killa,Avinash Arun,2014,107 min,Dramas_ International Movies,Growing up poses challenges for Chinu when he moves from city to country and encounters a youth culture far different from what he's used to.
Life 2.0,Jason Spingarn-Koff,2010,99 min,Documentaries,Computer users across the globe log onto the virtual world of Second Life. But some users' lives are dramatically consumed by this alternate reality.
Salaakhen,A. Salaam,1975,134 min,Action & Adventure_ International Movies_ Music & Musicals,Two close childhood friends take drastically different paths in life_ but meet by chance years later and fall in love_ unaware of their past bond.
Skins,Eduardo Casanova,2017,78 min,Dramas_ International Movies,Deformed_ disfigured characters must find a way to deal with society shunning their differences in this darkly comic social drama.
The Tenth Man,Daniel Burman,2016,81 min,Dramas_ International Movies,After spending much of his adult life in New York_ an affable economist returns home to Buenos Aires and tries to reconnect with his aloof father.
Toro,Kike Maíllo,2016,106 min,Dramas_ International Movies_ Thrillers,Ex-con Toro's brother and former partner in crime makes a desperate plea for help that may put Toro back behind bars ... if he survives at all.
Bridget Christie: Stand Up for Her,,2016,51 min,Stand-Up Comedy,Performing stand-up for a packed house in London's Hoxton Hall_ comedian Bridget Christie dives into the politics of gender_ sex and equality.
Five Came Back,Laurent Bouzereau,2017,1 Season,Docuseries,Five acclaimed contemporary directors tell the story of five legendary Hollywood filmmakers who enlisted in the armed forces to document World War II.
Hoff the Record,Gordon Anderson,2016,2 Seasons,British TV Shows_ TV Comedies,TV star David Hasselhoff hopes to reboot his career in the U.K._ but both his comeback plans and his personal life keep going off the rails.
The Discovery,Charlie McDowell,2017,102 min,Dramas_ Independent Movies_ Romantic Movies,A scientist whose proof of an afterlife caused a rash of suicides forges ahead with his research_ while his disapproving son falls for a troubled woman.
Jo Koy: Live from Seattle,Shannon Hartman,2017,63 min,Stand-Up Comedy,Between raising a teenage boy and growing up with a Filipino mother_ stand-up comic Jo Koy has been through a lot. He's here to tell you all about it.
Bottersnikes & Gumbles,,2017,2 Seasons,British TV Shows_ Kids' TV,The fun-loving Gumbles bounce and play while staying away from the foul-smelling Bottersnikes who live in a nearby junkyard.
Felipe Neto: My Life Makes No Sense,Diego Pignataro,2017,91 min,Stand-Up Comedy,"YouTube sensation Felipe Neto brings the stories from his autobiographical book ""Não Faz Sentido!"" to the stage in this comedy special."
The C Word,Meghan O'Hara,2016,93 min,Documentaries,To solve the mystery of cancer_ challenging the status quo is a must. Witness how lifestyle and societal changes may help beat the disease.
The Most Hated Woman in America,Tommy O'Haver,2017,93 min,Dramas,This drama follows the controversial life of outspoken atheist Madalyn Murray O'Hair_ from her landmark court battles to her infamous abduction.
Dave Chappelle,Stan Lathan,2017,1 Season,Stand-Up Comedy & Talk Shows_ TV Comedies,Comedy icon Dave Chappelle makes his triumphant return to the screen with a pair of blistering_ fresh stand-up specials.
One-Punch Man,,2015,1 Season,Anime Series_ Crime TV Shows_ International TV Shows,The most powerful superhero in the world can kill anyone with one blow. But nothing can challenge him_ so he struggles with ennui and depression.
Best Worst Thing That Ever Could Have Happened,Lonny Price,2016,97 min,Documentaries,"The cast and crew of the 1981 Broadway musical ""Merrily We Roll Along"" recall joy and heartbreak during the production of a surefire hit that wasn't."
Deidra & Laney Rob a Train,Sydney Freeland,2017,92 min,Comedies_ Dramas_ Independent Movies,With their mother in jail and bills piling up_ ambitious small-town teens Deidra and Laney plot a series of train robberies to keep themselves afloat.
Julie's Greenroom,,2017,1 Season,Kids' TV,Adorable puppets stage their own musical under the watchful eye of mentor Julie Andrews in this original kids' series from the Jim Henson Company.
Outback Truckers,,2015,3 Seasons,Reality TV,Australia's toughest big-rig drivers brave wildfires_ scorching deserts_ treacherous downpours and chassis-deep mud to deliver their cargo on time.
Pandora,Jung-woo Park,2016,137 min,Dramas_ International Movies_ Thrillers,When an earthquake hits a Korean village housing a run-down nuclear power plant_ a man risks his life to save the country from imminent disaster.
Samurai Gourmet,,2017,1 Season,International TV Shows_ TV Dramas,Recent retiree Takeshi rediscovers his passion for food and life by getting in touch with his inner warrior and eating what he truly desires.
Howards End,James Ivory,1992,143 min,Classic Movies_ Dramas_ Independent Movies,"When a husband_ acting in his family's ""best interest_"" does not accept his wife's deathbed wish_ providence dictates that he pay for his duplicity."
Asoka,Santosh Sivan,2001,168 min,Action & Adventure_ Dramas_ International Movies,This elaborate Bollywood epic dramatizes one man's transformation from a vengeful and cunning warrior into a legendary leader and teacher of Buddhism.
Bon Cop_ Bad Cop,Erik Canuel,2006,117 min,Action & Adventure_ Comedies_ International Movies,An English-speaking officer from Toronto and a French-speaking cop from Montreal are forced to work together to solve a crime.
Notes on Blindness,Peter Middleton_ James Spinney,2016,87 min,Documentaries_ Dramas_ International Movies,Based on the audio diaries of academic and theologian John Hull_ this film offers an impressionistic re-creation of his slow descent into blindness.
One 2 Ka 4,Shashilal K. Nair,2001,160 min,Action & Adventure_ Comedies_ Dramas,When his partner is killed_ a young cop is forced to care for the man's four children_ and solicits the help of a woman who moves in with them.
Cheer Squad,,2016,1 Season,Reality TV_ Teen TV Shows,Follow the Great White Sharks_ a world-champion cheerleading squad_ as they juggle the pressures of training_ school_ work and relationships.
Jim Norton: Mouthful of Shame,Shannon Hartman,2017,62 min,Stand-Up Comedy,In this unrestricted jaunt through a gleefully filthy mind_ comic Jim Norton offers a personal perspective on romance_ desire and sexual proclivities.
100 Meters,Marcel Barrena,2016,109 min,Dramas_ International Movies_ Sports Movies,A man who is diagnosed with multiple sclerosis responds by training for an Ironman triathlon_ with his cranky father-in-law's help.
Buddy Thunderstruck,,2017,1 Season,Kids' TV_ TV Comedies,Follow the outrageous_ high-octane adventures of Buddy Thunderstruck_ a truck-racing dog who brings guts and good times to the town of Greasepit.
Burning Sands,Gerard McMurray,2017,102 min,Dramas_ Independent Movies,Promising student Zurich opens his eyes to some hard truths when his fraternity's violent hazing escalates into a disastrous hell night.
One More Time,,2016,1 Season,International TV Shows_ Korean TV Shows_ Romantic TV Shows,This fantasy drama follows an indie band singer who repeatedly undergoes unwanted time slips and the girlfriend he must save from an unlucky fate.
The Butterfly's Dream,Yılmaz Erdoğan,2013,118 min,Dramas_ International Movies_ Romantic Movies,Forced to work in a coal mine during World War II_ two young poets find some escape when they both fall for the same woman.
Amy Schumer: The Leather Special,Amy Schumer,2017,57 min,Stand-Up Comedy,Comic sensation Amy Schumer riffs on sex_ dating and the absurdities of fame in a bold and uncensored stand-up set at Denver's Bellco Theater.
Love Is in the Air,,2010,1 Season,International TV Shows_ TV Dramas,Toprak_ who lost her baby_ is hired as a wet nurse for wealthy Yusuf's motherless son. Yusuf is drawn to Toprak_ but also to her scheming sister.
Nila,Selvamani Selvaraj,2016,94 min,Dramas_ International Movies_ Romantic Movies,When a cabbie chances upon his childhood sweetheart_ he tries to rekindle old feelings but finds that mature love is a more complicated matter.
Tong: Memories,,2016,1 Season,International TV Shows_ Korean TV Shows_ TV Action & Adventure,A tough young man with a short temper and no patience for bullies gains a legendary reputation as the best street fighter in Busan.
Mike Birbiglia: Thank God for Jokes,Seth Barrish_ Mike Birbiglia,2017,71 min,Stand-Up Comedy,Comedian Mike Birbiglia takes the stage in Brooklyn and hits on hard truths about puppets_ late people and the very real dangers of being funny.
Force 2,Abhinay Deo,2016,123 min,Action & Adventure_ International Movies,An ex-cop investigates the death of his best friend and two other spies_ killings that lead to a mole operating from India's embassy in Budapest.
Jonas,Lô Politi,2015,97 min,Dramas_ International Movies,During Carnival_ two teens from different classes meet years after being kept apart. Bad decisions lead the boy to hide with the girl inside a float.
Operações Especiais,Tomas Portella,2015,99 min,Action & Adventure_ International Movies,In a crime-plagued area of Rio de Janeiro_ a team of honest cops_ including a determined rookie_ fights corruption and mistrust on all sides.
I Don't Feel at Home in This World Anymore,Macon Blair,2017,97 min,Dramas_ Independent Movies_ Thrillers,A timid nursing assistant gets a new lease on life when she and a neighborhood loner track down the degenerates who broke into her house.
Legend Quest,,2017,1 Season,Kids' TV,When an evil force threatens his village_ a gifted teen who can talk to ghosts puts his skills to good use_ one legend at a time.
The Sound of Your Heart,,2016,1 Season,International TV Shows_ Korean TV Shows_ TV Comedies,Based on Korea's longest-running webtoon series_ this comedy follows the ridiculous daily lives of a cartoonist_ his girlfriend and his subpar family.
Love Me As I Am,,2015,3 Seasons,International TV Shows_ Romantic TV Shows_ TV Comedies,After wealthy college boy Ömer and lower class college girl Aysem fall in love and quickly marry_ they learn that love and life aren't always perfect.
Trevor Noah: Afraid of the Dark,David Paul Meyer,2017,67 min,Stand-Up Comedy,"The ""Daily Show"" host ponders the perils of naming countries_ how traffic lights turn New Yorkers invincible and why you shouldn't drink in Scotland."
Boy Missing,Mar Targarona,2016,105 min,International Movies_ Thrillers,When her son is kidnapped and later found traumatized_ a lawyer takes justice into her own hands_ causing events that spiral out of control.
Growing Up Wild,Keith Scholey,2016,78 min,Children & Family Movies_ Documentaries,Five baby animals from different parts of the world grow up learning to survive in the wild_ nurtured by the love and guidance of their families.
Tini: The New Life of Violetta,Juan Pablo Buscarini,2016,99 min,Children & Family Movies_ Music & Musicals,After completing a world tour_ a teen pop star spends the summer at an Italian villa to recover from heartbreak and grow into a mature artist.
Love for Ten: Generation of Youth,,2013,1 Season,International TV Shows_ Korean TV Shows_ Romantic TV Shows,A nerdy engineering student falls for a pretty_ outgoing girl at his college. To get closer to her_ he joins the theater group she belongs to.
Rocky Handsome,Nishikant Kamat,2016,119 min,Action & Adventure_ International Movies,A reclusive pawn shop owner sets his sights on revenge when vicious gangsters kidnap his drug-addicted neighbor's young daughter.
A Heavy Heart,Thomas Stuber,2015,109 min,Dramas_ Independent Movies_ International Movies,Long past his heyday_ a still-virile boxer tries to reconnect with his daughter as he confronts the onset of a terminal_ degenerative neural disorder.
Nightmare High,,2016,1 Season,International TV Shows_ Korean TV Shows_ TV Dramas,After a new teacher arrives_ students' dreams begin to come true. Class president Ye-rim must solve the nightmarish mystery before it's too late.
Rush: Beyond the Lighted Stage,Sam Dunn_ Scot McFadyen,2010,107 min,Documentaries_ Music & Musicals,Celebrate the remarkable 40-year career of influential Canadian rockers Rush with this documentary_ which details the band's formation and evolution.
Spark,,2016,1 Season,International TV Shows_ Korean TV Shows_ Romantic TV Shows,A young woman's life gets a jump-start after she and a musical genius are both struck by the same falling star. But will the side effects derail love?
The Fury of a Patient Man,Raúl Arévalo,2016,92 min,International Movies_ Thrillers,After his lover is killed in a jewelry store robbery_ quiet José romances café owner Ana_ who's unaware he has other motivations.
The Memory of Water,Matías Bize,2015,88 min,Dramas_ International Movies,When the accidental death of a couple's young son sends them grieving in opposite directions_ they're forced to re-examine their life and marriage.
